ID,Hours Worked,Deliveries Completed,Weekly Salary,Route Complexity,Weather Condition,Vehicle Type,Traffic Level,Day of the Week,CUSTOMER_SATISFACTION,AVERAGE_SPEED,Miles Driven,FUEL_CONSUMPTION
1026,41,9,1865,Urban,Sunny,Truck,Low,Weekday,72,31.01,1271.29,219.13
1027,30,7,1797,Highway,Rainy,Truck,High,Weekday,73,41.81,1254.25,203.7
1028,51,24,2747,Highway,Snowy,Truck,High,Weekday,57,34.44,1756.31,266.25
1029,41,17,2265,Suburban,Sunny,Truck,Medium,Weekday,98,44.3,1816.28,296.85
1030,34,16,2397,Suburban,Sunny,Truck,Medium,Weekday,94,44.18,1502.24,230.53
1031,59,11,2057,Suburban,Sunny,Truck,Low,Weekday,75,47.18,2783.77,462.44
1032,59,24,2622,Highway,Sunny,Truck,Medium,Weekday,74,59.78,3527.16,552.01
1033,56,9,1836,Suburban,Sunny,Truck,Low,Weekend,84,48.26,2702.73,469.99
1034,54,23,2586,Highway,Sunny,Truck,Low,Weekday,87,63.79,3444.72,553.35
1035,46,26,2771,Urban,Sunny,Truck,Medium,Weekday,73,31.21,1435.58,243.35
1036,45,20,2549,Urban,Sunny,Truck,High,Weekend,66,23.23,1045.51,189.71
1037,44,18,2464,Urban,Sunny,Truck,Medium,Weekday,79,29.8,1311.03,252.71
1038,52,15,2218,Suburban,Sunny,Truck,Medium,Weekend,73,44.55,2316.62,368.06
1039,44,25,2799,Urban,Sunny,Truck,Low,Weekday,79,30.28,1332.3,257.58
1040,34,12,1939,Urban,Sunny,Truck,High,Weekday,77,23.2,788.65,145.93
1041,50,11,1981,Highway,Sunny,Truck,Medium,Weekday,96,59.02,2950.99,493.95
1042,43,12,2109,Suburban,Rainy,Truck,High,Weekday,83,31.32,1346.7,209.9
1043,31,7,1698,Urban,Rainy,Truck,High,Weekday,63,19.69,610.28,103.56
1044,40,15,2294,Suburban,Sunny,Truck,Low,Weekday,98,46.14,1845.65,286.64
1045,48,14,2102,Urban,Snowy,Truck,High,Weekday,69,18.32,879.24,174.29
1046,36,15,2300,Urban,Rainy,Truck,Medium,Weekday,69,25.75,926.87,161.16
1047,35,8,1913,Urban,Sunny,Truck,Medium,Weekend,97,28.81,1008.46,192.65
1048,57,12,2104,Highway,Sunny,Truck,High,Weekday,61,50.13,2857.4,398.19
1049,31,9,1958,Urban,Sunny,Truck,High,Weekday,68,23.16,717.81,138.49
1050,35,14,2124,Suburban,Sunny,Truck,High,Weekday,91,34.42,1204.74,218.75
1051,47,16,2273,Suburban,Sunny,Truck,High,Weekday,76,35.3,1658.88,258.25
1052,31,10,2059,Highway,Sunny,Truck,Medium,Weekday,88,57.16,1771.92,290.77
1053,47,20,2543,Highway,Rainy,Truck,Medium,Weekend,88,48.61,2284.51,343.29
1054,59,26,2821,Urban,Sunny,Truck,High,Weekend,72,24.19,1427.15,271.01
1055,44,9,1971,Suburban,Sunny,Truck,Medium,Weekend,84,46.77,2057.8,326.21
1056,56,12,2006,Urban,Sunny,Truck,Low,Weekday,88,31.19,1746.81,308.14
1057,48,23,2699,Suburban,Snowy,Truck,Medium,Weekday,83,33.08,1587.95,250.81
1058,31,16,2284,Suburban,Sunny,Truck,Low,Weekday,93,49.21,1525.48,278.58
1059,49,28,2805,Urban,Sunny,Truck,Low,Weekday,87,30.12,1475.81,255.02
1060,54,24,2779,Highway,Sunny,Truck,Medium,Weekend,80,59.84,3231.35,492.92
1061,35,15,2291,Suburban,Sunny,Truck,Low,Weekday,82,46.08,1612.84,284.8
1062,30,12,2143,Urban,Sunny,Truck,Low,Weekday,79,31.13,933.82,180.18
1063,53,11,1952,Urban,Rainy,Truck,Medium,Weekday,90,25.27,1339.44,229.55
1064,44,13,2186,Urban,Sunny,Truck,Medium,Weekday,76,30.14,1325.96,272.47
1065,57,21,2496,Urban,Sunny,Truck,Low,Weekday,96,31.35,1787.11,312.11
1066,59,26,2784,Urban,Sunny,Truck,Medium,Weekday,91,31.46,1856.38,316.91
1067,52,16,2288,Urban,Rainy,Truck,High,Weekday,88,19.43,1010.47,196.97
1068,39,15,2267,Urban,Sunny,Truck,High,Weekday,63,24.62,960.12,167.04
1069,48,14,2269,Suburban,Rainy,Truck,Medium,Weekday,82,36.53,1753.56,313.51
1070,46,15,2134,Highway,Sunny,Truck,High,Weekday,63,47.67,2192.78,367.83
1071,34,7,1752,Highway,Sunny,Truck,Medium,Weekday,85,58.21,1979.18,293.73
1072,58,21,2578,Urban,Rainy,Truck,Medium,Weekday,78,26.64,1544.86,277.96
1073,33,12,2039,Suburban,Sunny,Truck,High,Weekend,80,36.8,1214.43,217.63
1074,39,14,2133,Highway,Sunny,Truck,High,Weekday,74,47.82,1865.04,281.88
1075,53,31,3080,Highway,Sunny,Truck,Medium,Weekday,84,62.71,3323.81,515.41
1076,46,14,2276,Urban,Sunny,Truck,Medium,Weekday,91,30.66,1410.54,285.4
1077,39,15,2216,Urban,Sunny,Truck,Low,Weekday,94,32.92,1284.02,237.41
1078,46,15,2204,Urban,Sunny,Truck,Medium,Weekday,99,30.61,1408.23,256.42
1079,57,21,2581,Highway,Sunny,Truck,Medium,Weekday,79,57.47,3275.58,526.06
1080,49,20,2457,Highway,Sunny,Truck,Medium,Weekend,76,60.7,2974.19,430.01
1081,53,25,2715,Suburban,Sunny,Truck,Medium,Weekday,99,47.16,2499.56,455.53
1082,34,14,2160,Urban,Sunny,Truck,Medium,Weekend,90,29.14,990.85,181.64
1083,31,6,1676,Suburban,Rainy,Truck,Medium,Weekend,65,39.37,1220.46,211.74
1084,35,19,2380,Urban,Sunny,Truck,Medium,Weekday,70,29.05,1016.89,190.75
1085,50,11,2066,Urban,Rainy,Truck,Low,Weekday,64,26.65,1332.36,228.73
1086,31,17,2440,Suburban,Sunny,Truck,Medium,Weekday,88,43.13,1337.06,215.52
1087,42,10,1903,Highway,Sunny,Truck,High,Weekday,65,47.23,1983.86,323.29
1088,59,15,2257,Urban,Rainy,Truck,Medium,Weekend,71,26.2,1546.06,265.77
1089,40,12,2021,Highway,Sunny,Truck,Medium,Weekend,82,57.27,2290.86,356.16
1090,40,18,2313,Urban,Sunny,Truck,Low,Weekend,78,30.93,1237.34,236.65
1091,45,9,1943,Highway,Sunny,Truck,Medium,Weekday,83,60.78,2735.03,414.27
1092,40,13,2132,Highway,Sunny,Truck,Medium,Weekday,75,62.69,2507.65,403.74
1093,48,20,2470,Suburban,Sunny,Truck,Medium,Weekend,76,43.85,2105.0,323.99
1094,44,15,2238,Urban,Sunny,Truck,Low,Weekday,83,30.47,1340.7,249.88
1095,54,15,2335,Suburban,Sunny,Truck,Low,Weekday,80,45.85,2475.89,421.6
1096,52,15,2221,Urban,Rainy,Truck,Medium,Weekend,62,24.83,1291.1,255.93
1097,52,18,2488,Urban,Sunny,Truck,Low,Weekday,80,31.94,1660.66,289.98
1098,45,20,2425,Highway,Sunny,Truck,High,Weekend,67,50.39,2267.71,315.06
1099,40,20,2400,Urban,Snowy,Truck,Low,Weekday,86,23.68,947.23,163.34
1100,51,16,2245,Urban,Sunny,Truck,High,Weekend,66,23.45,1196.02,237.57
1101,45,26,2852,Highway,Sunny,Truck,Medium,Weekday,72,61.48,2766.68,399.11
1102,37,14,2160,Suburban,Rainy,Truck,Medium,Weekday,88,36.94,1366.88,242.14
1103,33,5,1668,Highway,Sunny,Truck,Medium,Weekend,81,57.18,1886.94,314.95
1104,37,8,1827,Urban,Snowy,Truck,Medium,Weekend,81,22.74,841.26,156.27
1105,33,12,2013,Urban,Sunny,Truck,Medium,Weekday,94,29.13,961.32,172.16
1106,53,13,2094,Suburban,Sunny,Truck,Low,Weekday,80,46.77,2479.02,446.74
1107,54,24,2723,Highway,Sunny,Truck,Low,Weekend,76,61.31,3310.53,491.23
1108,32,16,2366,Urban,Sunny,Truck,Medium,Weekday,99,31.25,1000.13,173.3
1109,32,9,1915,Urban,Snowy,Truck,Low,Weekday,65,23.24,743.75,146.24
1110,56,24,2631,Highway,Rainy,Truck,Medium,Weekday,75,50.74,2841.46,436.83
1111,58,22,2605,Urban,Rainy,Truck,High,Weekday,87,19.86,1151.83,213.35
1112,47,21,2526,Highway,Sunny,Truck,High,Weekday,78,46.01,2162.34,307.27
1113,58,25,2792,Highway,Rainy,Truck,High,Weekday,73,40.85,2369.37,340.51
1114,55,22,2555,Highway,Rainy,Truck,Medium,Weekday,73,52.88,2908.43,418.15
1115,48,19,2459,Suburban,Sunny,Truck,Low,Weekend,94,46.55,2234.36,359.52
1116,48,16,2219,Highway,Rainy,Truck,Low,Weekend,59,55.05,2642.62,391.18
1117,50,16,2364,Urban,Rainy,Truck,High,Weekend,66,19.45,972.33,179.74
1118,34,6,1725,Highway,Rainy,Truck,High,Weekday,63,39.72,1350.51,210.1
1119,47,11,1987,Highway,Sunny,Truck,Medium,Weekday,87,57.79,2716.08,410.44
1120,57,18,2412,Highway,Snowy,Truck,High,Weekday,86,35.65,2032.07,287.55
1121,39,8,1854,Urban,Sunny,Truck,High,Weekday,63,24.95,972.91,177.66
1122,58,9,1918,Highway,Rainy,Truck,Medium,Weekend,86,50.35,2920.58,403.34
1123,51,19,2475,Highway,Sunny,Truck,High,Weekend,73,48.5,2473.29,403.6
1124,50,10,1953,Suburban,Snowy,Truck,Medium,Weekday,65,35.09,1754.69,295.93
1125,35,12,1964,Urban,Sunny,Truck,Medium,Weekend,97,29.58,1035.28,203.94
1126,30,12,2038,Highway,Sunny,Truck,Medium,Weekday,83,59.19,1775.84,276.53
1127,34,19,2461,Urban,Sunny,Truck,Medium,Weekday,80,28.76,977.97,171.19
1128,38,11,1968,Highway,Sunny,Truck,High,Weekday,67,47.28,1796.47,255.59
1129,41,7,1707,Urban,Snowy,Truck,High,Weekend,66,18.44,756.17,154.5
1130,55,23,2598,Urban,Snowy,Truck,Low,Weekday,67,24.44,1344.16,228.22
1131,43,23,2583,Highway,Sunny,Truck,Low,Weekday,98,64.4,2769.34,390.55
1132,31,18,2399,Highway,Sunny,Truck,Medium,Weekday,98,57.04,1768.29,247.85
1133,46,13,2145,Urban,Sunny,Truck,Medium,Weekend,86,28.85,1327.14,251.98
1134,43,14,2117,Suburban,Sunny,Truck,Low,Weekday,98,48.34,2078.68,346.66
1135,55,30,2969,Highway,Rainy,Truck,Medium,Weekday,78,53.26,2929.09,475.31
1136,42,11,2063,Highway,Rainy,Truck,Medium,Weekday,80,52.0,2183.85,337.86
1137,56,19,2369,Urban,Sunny,Truck,High,Weekday,76,23.34,1307.19,261.63
1138,38,10,1890,Urban,Sunny,Truck,Medium,Weekend,89,28.82,1095.26,189.09
1139,55,11,2054,Highway,Rainy,Truck,Medium,Weekday,68,52.92,2910.75,433.98
1140,54,18,2392,Highway,Sunny,Truck,Low,Weekday,86,60.47,3265.59,533.64
1141,44,13,2245,Highway,Sunny,Truck,Medium,Weekday,80,57.91,2547.87,358.84
1142,54,20,2511,Highway,Sunny,Truck,High,Weekday,86,48.46,2617.06,432.85
1143,51,23,2626,Urban,Sunny,Truck,Low,Weekend,97,30.52,1556.7,265.6
1144,44,10,1924,Highway,Sunny,Truck,Medium,Weekend,96,58.37,2568.08,422.41
1145,53,27,2852,Urban,Snowy,Truck,Low,Weekday,63,22.78,1207.33,214.24
1146,59,10,1966,Suburban,Sunny,Truck,High,Weekday,61,37.6,2218.37,359.29
1147,40,16,2342,Urban,Rainy,Truck,Medium,Weekday,80,24.54,981.74,172.07
1148,45,10,1982,Urban,Sunny,Truck,Low,Weekday,72,32.86,1478.64,270.32
1149,58,33,3236,Urban,Rainy,Truck,Low,Weekday,79,26.31,1525.96,291.33
1150,46,18,2304,Urban,Sunny,Truck,High,Weekday,68,24.77,1139.5,220.99
1151,55,25,2797,Suburban,Sunny,Truck,Low,Weekday,73,49.38,2715.69,415.59
1152,33,17,2432,Urban,Sunny,Truck,Low,Weekday,99,31.56,1041.5,195.16
1153,30,13,2085,Urban,Rainy,Truck,Low,Weekday,92,27.5,824.95,142.98
1154,37,21,2531,Highway,Rainy,Truck,Medium,Weekday,84,49.81,1842.85,267.29
1155,46,22,2641,Urban,Snowy,Truck,Medium,Weekday,64,22.24,1022.89,183.69
1156,32,14,2236,Urban,Sunny,Truck,Medium,Weekend,84,30.16,965.09,163.35
1157,58,23,2587,Highway,Sunny,Truck,Medium,Weekday,80,62.1,3601.96,538.7
1158,49,9,1879,Urban,Sunny,Truck,High,Weekday,82,24.29,1190.2,210.59
1159,44,14,2070,Urban,Sunny,Truck,High,Weekday,79,22.85,1005.53,174.04
1160,44,11,2053,Urban,Sunny,Truck,Medium,Weekday,99,29.41,1294.23,263.61
1161,53,23,2614,Suburban,Rainy,Truck,Low,Weekday,66,41.63,2206.3,334.51
1162,51,16,2160,Highway,Sunny,Truck,High,Weekend,74,46.75,2384.41,379.32
1163,43,19,2474,Highway,Rainy,Truck,Medium,Weekday,70,50.33,2164.04,315.12
1164,55,8,1808,Suburban,Sunny,Truck,High,Weekend,91,35.6,1958.14,299.21
1165,57,12,1956,Suburban,Sunny,Truck,High,Weekday,65,34.76,1981.09,313.67
1166,52,20,2490,Urban,Sunny,Truck,Medium,Weekday,83,29.55,1536.57,300.82
1167,43,19,2463,Highway,Sunny,Truck,Low,Weekend,94,65.0,2794.99,435.47
1168,53,18,2349,Urban,Snowy,Truck,Low,Weekday,80,24.45,1295.84,244.16
1169,31,8,1880,Highway,Rainy,Truck,High,Weekday,69,41.13,1275.03,189.91
1170,42,16,2241,Suburban,Rainy,Truck,Medium,Weekend,74,38.93,1635.21,267.04
1171,55,19,2367,Suburban,Snowy,Truck,Medium,Weekend,61,33.87,1862.67,293.54
1172,43,13,2082,Highway,Sunny,Truck,Medium,Weekday,99,57.27,2462.42,348.06
1173,56,20,2599,Suburban,Sunny,Truck,Medium,Weekday,78,45.89,2569.56,466.56
1174,53,15,2175,Urban,Rainy,Truck,Medium,Weekday,68,26.77,1418.61,275.19
1175,48,28,2841,Suburban,Sunny,Truck,Medium,Weekday,98,43.78,2101.21,361.51
1176,36,7,1824,Suburban,Sunny,Truck,Medium,Weekend,87,47.17,1698.11,313.53
1177,32,8,1809,Highway,Sunny,Truck,Low,Weekend,72,66.14,2116.35,326.03
1178,44,7,1701,Highway,Sunny,Truck,Medium,Weekend,92,57.85,2545.36,396.87
1179,52,12,2100,Urban,Rainy,Truck,Medium,Weekend,66,26.59,1382.51,254.73
1180,43,22,2629,Suburban,Sunny,Truck,Medium,Weekday,71,45.79,1968.97,356.68
1181,40,8,1843,Suburban,Sunny,Truck,High,Weekday,65,35.88,1435.16,243.38
1182,44,10,1997,Urban,Sunny,Truck,Medium,Weekday,78,29.53,1299.5,236.05
1183,57,22,2697,Highway,Sunny,Truck,Medium,Weekday,84,60.78,3464.39,494.84
1184,42,8,1830,Highway,Rainy,Truck,Medium,Weekday,76,52.75,2215.42,318.69
1185,47,10,2050,Suburban,Sunny,Truck,Medium,Weekday,86,42.9,2016.46,342.6
1186,55,22,2682,Urban,Sunny,Truck,High,Weekday,89,24.09,1324.68,250.85
1187,35,13,2127,Urban,Sunny,Truck,Medium,Weekend,99,30.45,1065.78,217.48
1188,32,18,2455,Urban,Sunny,Truck,Medium,Weekday,92,28.58,914.46,184.77
1189,48,26,2846,Suburban,Sunny,Truck,Medium,Weekday,99,46.75,2244.04,348.08
1190,44,16,2202,Suburban,Rainy,Truck,High,Weekday,71,31.98,1407.23,221.02
1191,54,11,1951,Urban,Sunny,Truck,Medium,Weekday,70,30.34,1638.22,335.51
1192,52,20,2554,Highway,Sunny,Truck,Medium,Weekend,75,57.7,3000.5,422.3
1193,34,18,2471,Urban,Rainy,Truck,Medium,Weekday,74,26.6,904.49,163.77
1194,57,23,2655,Suburban,Rainy,Truck,Low,Weekend,65,41.39,2359.09,370.79
1195,39,15,2336,Urban,Sunny,Truck,Medium,Weekday,96,28.59,1114.84,206.35
1196,36,10,2027,Highway,Sunny,Truck,Medium,Weekday,93,60.47,2177.1,354.64
1197,54,29,2908,Highway,Sunny,Truck,Medium,Weekday,72,57.69,3115.11,485.89
1198,46,22,2619,Highway,Sunny,Truck,Low,Weekday,88,60.74,2793.98,427.6
1199,36,21,2487,Highway,Sunny,Truck,Medium,Weekday,70,58.16,2093.58,301.88
1200,51,13,2202,Urban,Sunny,Truck,Medium,Weekday,73,29.69,1514.12,263.89
1201,55,15,2256,Highway,Sunny,Truck,Low,Weekday,95,65.37,3595.42,519.67
1202,59,16,2220,Urban,Rainy,Truck,Medium,Weekday,74,24.3,1433.95,266.79
1203,41,16,2241,Highway,Rainy,Truck,Low,Weekend,81,54.56,2237.09,328.21
1204,54,11,2036,Highway,Sunny,Truck,High,Weekday,64,50.23,2712.41,428.5
1205,46,8,1832,Urban,Sunny,Truck,High,Weekend,62,24.34,1119.59,188.9
1206,42,20,2510,Urban,Sunny,Truck,High,Weekday,71,24.76,1039.81,206.24
1207,49,10,1909,Highway,Sunny,Truck,Medium,Weekday,97,62.41,3058.12,443.52
1208,54,28,2986,Suburban,Sunny,Truck,Medium,Weekday,96,45.97,2482.2,444.37
1209,33,11,2082,Highway,Rainy,Truck,Medium,Weekday,72,51.82,1709.9,270.95
1210,39,16,2188,Urban,Sunny,Truck,High,Weekday,65,22.84,890.88,157.16
1211,32,10,1906,Urban,Sunny,Truck,High,Weekday,77,24.05,769.45,136.25
1212,38,21,2529,Suburban,Sunny,Truck,Medium,Weekday,96,44.86,1704.74,307.19
1213,42,23,2740,Urban,Rainy,Truck,Medium,Weekday,74,25.56,1073.43,191.93
1214,47,9,1950,Urban,Rainy,Truck,Low,Weekday,67,26.59,1249.93,246.04
1215,44,10,1928,Urban,Rainy,Truck,Medium,Weekday,70,26.54,1167.62,197.54
1216,33,7,1795,Urban,Sunny,Truck,High,Weekday,69,24.93,822.81,149.3
1217,44,16,2279,Suburban,Rainy,Truck,High,Weekday,78,29.45,1296.0,239.82
1218,51,22,2566,Highway,Rainy,Truck,High,Weekday,83,40.93,2087.64,335.9
1219,31,8,1898,Suburban,Sunny,Truck,Medium,Weekend,99,47.07,1459.11,257.09
1220,44,15,2225,Highway,Sunny,Truck,High,Weekday,87,48.47,2132.84,340.37
1221,37,8,1746,Suburban,Rainy,Truck,High,Weekend,67,31.52,1166.35,192.2
1222,37,15,2156,Urban,Snowy,Truck,High,Weekday,77,17.77,657.57,129.39
1223,46,26,2858,Suburban,Snowy,Truck,Medium,Weekday,81,33.34,1533.44,260.11
1224,41,9,1970,Urban,Sunny,Truck,Medium,Weekend,77,29.48,1208.56,239.45
1225,48,15,2279,Highway,Snowy,Truck,Medium,Weekend,70,42.85,2056.72,301.56
1226,39,9,1860,Highway,Sunny,Truck,Medium,Weekday,92,62.55,2439.42,364.6
1227,38,16,2353,Suburban,Sunny,Truck,Medium,Weekday,88,44.32,1684.29,273.67
1228,34,13,2204,Urban,Snowy,Truck,Medium,Weekday,79,22.2,754.83,127.83
1229,35,7,1738,Urban,Rainy,Truck,High,Weekday,87,20.93,732.53,138.44
1230,49,18,2484,Highway,Rainy,Truck,Medium,Weekday,90,51.14,2505.72,402.56
1231,55,14,2167,Suburban,Rainy,Truck,High,Weekend,81,30.18,1659.78,251.54
1232,31,9,1823,Highway,Rainy,Truck,Medium,Weekend,91,52.96,1641.65,272.85
1233,56,19,2507,Highway,Sunny,Truck,Medium,Weekend,90,61.95,3469.33,494.94
1234,53,10,1961,Suburban,Snowy,Truck,Low,Weekday,75,37.13,1967.74,351.72
1235,56,28,2947,Suburban,Snowy,Truck,Medium,Weekday,68,34.23,1916.65,309.25
1236,42,16,2277,Highway,Sunny,Truck,High,Weekday,86,48.91,2054.32,312.9
1237,35,12,2143,Suburban,Sunny,Truck,Medium,Weekday,84,44.21,1547.36,241.52
1238,34,7,1852,Highway,Sunny,Truck,Medium,Weekday,77,57.6,1958.31,283.61
1239,54,27,2793,Highway,Rainy,Truck,Medium,Weekday,75,48.99,2645.47,428.94
1240,30,13,2107,Suburban,Rainy,Truck,High,Weekday,91,31.05,931.4,150.27
1241,50,11,1916,Suburban,Snowy,Truck,Low,Weekend,66,34.07,1703.35,300.92
1242,51,12,2130,Highway,Sunny,Truck,High,Weekend,86,49.95,2547.54,413.33
1243,50,10,1951,Highway,Rainy,Truck,Medium,Weekend,79,52.04,2601.99,430.01
1244,35,12,2107,Highway,Rainy,Truck,High,Weekend,85,39.68,1388.9,228.06
1245,35,7,1690,Suburban,Sunny,Truck,Medium,Weekend,78,44.01,1540.23,246.65
1246,52,17,2279,Suburban,Rainy,Truck,Medium,Weekday,71,39.05,2030.76,308.13
1247,45,21,2553,Highway,Sunny,Truck,Medium,Weekday,78,61.94,2787.51,408.01
1248,33,13,2159,Suburban,Rainy,Truck,Low,Weekday,60,41.53,1370.35,219.25
1249,59,16,2187,Highway,Rainy,Truck,High,Weekday,66,41.21,2431.52,348.7
1250,40,11,2013,Urban,Rainy,Truck,Medium,Weekend,89,24.62,984.83,169.21
1251,59,25,2700,Highway,Sunny,Truck,Medium,Weekday,97,61.91,3652.7,580.4
1252,59,11,2085,Urban,Sunny,Truck,Medium,Weekday,91,30.87,1821.62,330.43
1253,59,10,2005,Highway,Rainy,Truck,High,Weekday,87,42.17,2487.93,399.61
1254,53,23,2596,Suburban,Sunny,Truck,High,Weekday,88,34.77,1842.68,305.55
1255,52,9,1848,Highway,Sunny,Truck,High,Weekday,78,48.88,2542.02,408.98
1256,38,14,2215,Urban,Sunny,Truck,Medium,Weekend,75,31.38,1192.47,241.92
1257,52,23,2596,Suburban,Sunny,Truck,High,Weekday,82,35.12,1826.33,331.7
1258,32,9,1905,Urban,Rainy,Truck,Medium,Weekday,67,26.05,833.69,140.96
1259,48,16,2235,Highway,Rainy,Truck,Low,Weekday,65,52.26,2508.43,421.73
1260,37,15,2238,Urban,Sunny,Truck,Medium,Weekday,81,29.42,1088.59,194.2
1261,34,14,2239,Suburban,Rainy,Truck,High,Weekday,79,30.55,1038.87,160.7
1262,33,19,2411,Urban,Sunny,Truck,Medium,Weekday,94,31.18,1029.1,194.71
1263,53,26,2808,Highway,Sunny,Truck,Medium,Weekday,74,57.23,3033.29,441.22
1264,35,8,1886,Urban,Rainy,Truck,Medium,Weekday,71,26.75,936.2,178.77
1265,31,11,2026,Suburban,Sunny,Truck,High,Weekday,64,36.98,1146.36,189.96
1266,49,17,2313,Highway,Sunny,Truck,Medium,Weekday,70,59.16,2898.77,404.0
1267,57,17,2418,Urban,Rainy,Truck,High,Weekend,70,20.1,1145.84,233.57
1268,40,8,1856,Urban,Sunny,Truck,Medium,Weekday,97,29.95,1197.96,232.68
1269,33,7,1765,Highway,Sunny,Truck,Low,Weekend,99,65.37,2157.06,354.79
1270,44,17,2312,Urban,Sunny,Truck,High,Weekend,92,22.84,1005.09,186.28
1271,35,13,2229,Suburban,Snowy,Truck,Low,Weekday,58,35.61,1246.3,197.06
1272,51,12,2144,Highway,Sunny,Truck,High,Weekend,71,45.87,2339.33,323.6
1273,46,16,2390,Suburban,Sunny,Truck,Medium,Weekday,78,43.27,1990.43,356.29
1274,59,24,2830,Suburban,Rainy,Truck,High,Weekday,66,31.18,1839.82,337.41
1275,53,20,2447,Highway,Rainy,Truck,High,Weekday,73,39.72,2104.95,343.8
1276,35,10,1953,Highway,Sunny,Truck,Medium,Weekday,73,57.25,2003.73,277.57
1277,48,11,1950,Suburban,Sunny,Truck,Medium,Weekday,76,43.49,2087.48,360.9
1278,59,13,2105,Suburban,Sunny,Truck,High,Weekday,69,34.95,2062.11,360.47
1279,54,30,3037,Highway,Sunny,Truck,Low,Weekday,81,64.7,3493.78,505.59
1280,31,10,1980,Highway,Rainy,Truck,Low,Weekend,64,54.22,1680.79,275.57
1281,44,18,2478,Urban,Sunny,Truck,Medium,Weekday,97,30.71,1351.04,257.98
1282,40,17,2362,Urban,Sunny,Truck,Low,Weekday,74,31.09,1243.6,247.91
1283,37,9,1935,Urban,Rainy,Truck,Medium,Weekend,84,24.51,907.0,153.41
1284,55,22,2530,Suburban,Sunny,Truck,High,Weekday,86,37.1,2040.45,355.35
1285,48,19,2506,Urban,Snowy,Truck,Medium,Weekday,74,21.69,1041.16,202.14
1286,42,8,1876,Suburban,Sunny,Truck,High,Weekday,70,35.58,1494.26,242.52
1287,41,8,1808,Urban,Sunny,Truck,High,Weekday,65,23.43,960.61,196.93
1288,34,14,2190,Highway,Rainy,Truck,Low,Weekday,71,52.46,1783.66,262.2
1289,35,16,2244,Suburban,Sunny,Truck,High,Weekend,82,36.37,1272.83,214.12
1290,55,13,2062,Urban,Sunny,Truck,High,Weekday,60,23.19,1275.69,252.17
1291,51,21,2598,Highway,Rainy,Truck,Low,Weekend,76,53.26,2716.27,412.68
1292,33,12,2122,Highway,Sunny,Truck,High,Weekend,84,48.67,1605.97,221.25
1293,48,14,2173,Urban,Sunny,Truck,Medium,Weekday,77,31.11,1493.12,258.96
1294,49,8,1721,Urban,Rainy,Truck,High,Weekday,63,20.14,986.73,166.9
1295,30,5,1663,Suburban,Rainy,Truck,High,Weekend,66,30.05,901.36,138.43
1296,49,24,2708,Suburban,Rainy,Truck,Medium,Weekday,78,37.74,1849.48,289.68
1297,46,9,1944,Highway,Rainy,Truck,Medium,Weekend,72,51.0,2346.19,367.63
1298,41,14,2244,Suburban,Sunny,Truck,Medium,Weekday,74,44.16,1810.52,288.49
1299,44,13,2158,Highway,Rainy,Truck,Medium,Weekend,76,49.73,2188.0,338.87
1300,30,14,2195,Highway,Snowy,Truck,Low,Weekday,60,46.66,1399.82,215.13
1301,55,10,2019,Highway,Sunny,Truck,High,Weekend,69,49.33,2713.35,382.55
1302,43,12,1986,Urban,Rainy,Truck,High,Weekday,81,19.9,855.52,168.36
1303,35,10,1966,Highway,Sunny,Truck,High,Weekday,73,49.65,1737.9,274.48
1304,34,14,2195,Urban,Sunny,Truck,Medium,Weekday,75,29.36,998.08,170.18
1305,59,31,2987,Highway,Sunny,Truck,Low,Weekday,86,63.65,3755.31,547.15
1306,40,10,2053,Urban,Sunny,Truck,Medium,Weekday,93,31.41,1256.52,254.87
1307,33,17,2313,Suburban,Sunny,Truck,Medium,Weekday,86,47.03,1552.09,279.86
1308,42,16,2301,Suburban,Sunny,Truck,Low,Weekend,93,46.94,1971.53,323.44
1309,40,16,2208,Urban,Snowy,Truck,Medium,Weekday,85,21.53,861.08,150.47
1310,32,12,2043,Urban,Sunny,Truck,High,Weekday,84,24.97,798.92,139.76
1311,30,8,1737,Suburban,Sunny,Truck,High,Weekday,83,34.66,1039.71,175.93
1312,35,6,1629,Suburban,Sunny,Truck,Medium,Weekend,85,46.91,1641.71,287.5
1313,47,16,2349,Suburban,Snowy,Truck,High,Weekday,92,27.63,1298.52,204.64
1314,53,21,2554,Highway,Sunny,Truck,Medium,Weekday,99,62.61,3318.09,461.73
1315,39,17,2395,Urban,Rainy,Truck,Medium,Weekday,83,25.92,1010.95,189.33
1316,34,8,1886,Urban,Rainy,Truck,High,Weekend,60,21.41,727.94,145.35
1317,52,29,3031,Urban,Sunny,Truck,Low,Weekday,74,31.4,1632.59,295.84
1318,39,16,2281,Urban,Sunny,Truck,Low,Weekday,81,30.96,1207.57,244.58
1319,41,7,1697,Suburban,Sunny,Truck,Medium,Weekend,70,44.52,1825.32,297.58
1320,31,11,2031,Suburban,Sunny,Truck,Low,Weekday,74,46.54,1442.82,257.3
1321,42,16,2214,Highway,Sunny,Truck,Low,Weekend,77,62.38,2619.75,395.67
1322,37,19,2353,Highway,Sunny,Truck,Medium,Weekday,79,62.31,2305.51,340.77
1323,31,9,1837,Urban,Rainy,Truck,High,Weekday,65,20.59,638.22,119.46
1324,49,27,2904,Highway,Sunny,Truck,Medium,Weekday,75,61.35,3006.36,427.52
