DRIVER_NUMBER,ROW_RANK,NAT,LEG_KEY,LEG_STOP_KEY,SHP_ID,ORD_NUM,STOP_NUM,STOP_TYPE,PWR_UNT_ID,TRL_UNT_ID,TRL_TYPE,ITINERARY_UPDATED,MILES_DRIVEN,FUEL_CONSUMPTION,AVERAGE_SPEED,TIME_AT_STOP,INCIDENTS,CUSTOMER_SATISFACTION
72429,5,2024-01-06 17:46:54,ST516119150_4,ST219636454_3_0,ST582066400,2320280847,8,P,55503,TA464359,Type A,2024-01-21 19:23:21,127.84,39.71,41.29,33,None,1
72429,1,2024-02-10 14:36:12,ST323629730_9,ST133549525_6_8,ST019277612,2583712977,8,NFR,50582,TA215341,Type A,2024-01-22 08:18:03,162.41,43.58,49.53,66,Accident,3
72429,7,2024-03-12 13:27:04,ST379744637_3,ST474837716_0_7,ST418132106,2505696085,7,P,50265,TA249136,Type A,2024-03-04 01:42:23,268.44,35.5,62.61,29,None,4
72429,9,2024-01-07 07:48:47,ST353686005_9,ST759370000_4_4,ST735545402,2678460513,6,NFR,52732,TA535195,Type B,2024-01-13 10:21:39,401.02,45.25,78.15,17,None,5
72429,4,2024-03-16 17:40:32,ST644404562_6,ST073332679_6_3,ST710692416,2724966236,5,D,52395,TA076295,Type B,2024-01-07 08:48:13,425.48,24.96,71.85,33,Accident,5
72429,7,2024-01-17 13:45:41,ST888811447_7,ST343864407_7_1,ST535375019,2457806423,5,P,58835,TA340947,Type A,2024-03-08 17:41:14,483.19,51.83,74.17,91,None,3
72429,1,2024-04-03 06:50:49,ST087368685_4,ST806419361_7_1,ST642989804,2264687950,1,NFR,56072,TA952585,Type B,2024-03-25 16:08:10,291.75,29.83,48.01,21,None,1
72429,1,2024-01-13 11:36:08,ST521279035_2,ST208300508_1_9,ST628749035,2916706168,9,P,57451,TA249632,,2024-01-20 02:14:01,215.66,13.35,47.75,95,None,3
12308,10,2024-01-01 13:12:25,ST587443903_7,ST265025727_1_3,ST155880846,2440603667,5,D,54949,TA474226,Type A,2024-02-18 21:58:56,80.82,58.1,78.79,90,None,5
12308,7,2024-03-27 04:13:26,ST869720930_8,ST399643865_2_9,ST087391716,2420790075,4,NFR,51518,TA245047,Type A,2024-03-28 10:45:53,65.84,44.92,46.1,56,None,4
12308,10,2024-02-12 03:34:27,ST493539356_8,ST270700032_9_9,ST020003118,2215219426,9,NFR,52477,TA618412,Type A,2024-04-05 19:09:02,268.61,27.85,65.2,25,None,4
12308,6,2024-04-03 16:39:08,ST517258389_1,ST342931459_0_9,ST286121097,2792763113,8,NFR,57226,TA225957,Type A,2024-02-22 02:58:47,417.16,39.83,44.67,41,None,2
12308,3,2024-04-02 09:03:33,ST445057030_7,ST747204635_4_4,ST811584601,2107298154,4,NFR,57636,TA926512,Type A,2024-01-21 23:56:03,287.05,29.66,71.58,48,Minor Traffic Violation,3
12308,7,2024-02-02 02:26:00,ST747406122_1,ST125572871_1_8,ST454766594,2665146673,9,P,56171,TA161702,Type A,2024-01-15 14:29:21,77.03,35.47,71.55,47,None,3
12308,5,2024-03-28 04:05:08,ST084527919_3,ST470741573_1_3,ST007770896,2584879307,6,NFR,54978,TA357673,,2024-01-13 08:36:41,118.65,30.44,51.37,69,None,2
12308,10,2024-03-02 20:11:42,ST928411997_4,ST213783372_7_8,ST603122236,2069060429,10,D,55663,TA174824,,2024-03-12 15:41:21,253.01,58.1,54.81,48,None,5
12308,5,2024-03-25 11:06:27,ST430443128_9,ST423559020_2_5,ST873330532,2585718823,4,P,58193,TA879455,Type A,2024-01-11 17:34:03,407.63,30.51,78.37,42,Mechanical Issue,3
12308,6,2024-03-25 01:28:44,ST881420984_5,ST173694928_2_3,ST951442208,2550351727,7,P,56769,TA271781,,2024-03-13 22:31:18,153.78,19.91,41.03,99,None,4
20402,2,2024-02-16 12:48:43,ST593529413_0,ST787405987_1_2,ST702762996,2186904853,2,D,59036,TA306047,Type A,2024-02-05 20:40:19,352.0,44.23,60.59,61,None,4
20402,8,2024-01-22 11:15:21,ST164899949_8,ST907683533_2_8,ST486198604,2556628343,7,P,59892,TA359811,Type B,2024-03-20 09:26:09,408.25,50.0,60.22,50,None,3
20402,6,2024-02-29 14:30:45,ST328599290_4,ST536364423_8_2,ST039926210,2150833161,4,D,58664,TA549437,Type B,2024-03-23 23:13:19,73.48,22.0,78.96,86,None,1
20402,5,2024-01-24 21:42:24,ST200933531_5,ST987743804_2_2,ST509664156,2485306604,7,D,58449,TA549620,,2024-02-15 10:11:11,157.59,54.04,79.2,28,None,5
20402,1,2024-02-25 21:59:00,ST159549641_9,ST263412766_2_9,ST429872179,2844915819,5,NFR,55536,TA893152,,2024-03-15 02:28:53,235.84,55.97,76.24,82,None,3
20402,9,2024-02-22 05:46:43,ST979733103_7,ST579841964_4_2,ST109810813,2098930184,1,D,50437,TA283756,,2024-03-20 16:13:10,151.22,54.81,65.42,112,None,5
20402,3,2024-01-21 16:09:44,ST162949551_9,ST507482680_5_8,ST952266935,2785331659,10,P,55566,TA065589,Type B,2024-03-25 12:27:16,387.27,16.81,60.21,119,Accident,3
20402,5,2024-01-27 07:39:54,ST092157663_6,ST329633826_1_5,ST098207602,2980694188,8,P,58813,TA118212,Type B,2024-03-22 21:27:09,425.43,45.39,66.12,58,None,3
20402,4,2024-03-23 10:33:07,ST485102056_7,ST462471842_0_5,ST131863222,2206856138,7,P,58718,TA497663,Type B,2024-01-18 09:11:40,206.82,32.35,67.18,91,Accident,1
20402,7,2024-04-05 21:00:21,ST215647086_4,ST052919058_0_3,ST126447298,2713866601,4,NFR,59945,TA024068,Type B,2024-01-03 00:03:46,366.74,28.3,43.08,17,None,4
16530,8,2024-04-07 17:32:43,ST190747081_2,ST215453267_6_9,ST891279645,2296973457,6,D,57796,TA343910,,2024-03-11 20:00:41,448.83,39.34,65.84,114,None,4
16530,6,2024-02-04 08:29:01,ST764645022_7,ST684595860_9_5,ST104806429,2930652018,3,D,55378,TA986648,Type B,2024-03-14 08:09:31,102.39,40.75,76.77,93,None,5
16530,2,2024-02-15 13:16:52,ST420185419_1,ST891853353_5_0,ST127612341,2632990397,9,NFR,52748,TA283330,Type A,2024-01-24 11:46:04,234.94,31.88,63.6,16,None,3
16530,8,2024-03-02 23:40:40,ST476237745_2,ST880652907_2_6,ST155691295,2913562555,3,NFR,55788,TA147968,Type A,2024-01-29 15:20:48,87.77,26.96,65.36,56,None,2
16530,9,2024-03-18 02:39:11,ST757503178_6,ST145592650_2_2,ST417632512,2817071302,5,D,54003,TA300933,Type B,2024-03-29 06:07:24,170.73,16.91,44.52,88,Minor Traffic Violation,2
16530,1,2024-03-21 14:18:02,ST681110390_6,ST641551796_3_6,ST886858497,2272100174,9,NFR,57347,TA008062,Type B,2024-03-16 19:30:59,383.07,37.16,59.8,79,None,3
16530,4,2024-02-25 19:14:54,ST885089175_6,ST035190675_1_7,ST148136216,2789735762,2,D,54095,TA740192,Type A,2024-02-25 19:14:48,69.19,11.63,68.45,41,None,1
16530,6,2024-01-09 05:50:29,ST451220795_5,ST948673927_6_8,ST343091596,2318752232,3,D,55945,TA462423,Type B,2024-02-15 14:42:17,477.85,40.23,72.56,97,None,2
16530,7,2024-01-09 00:08:20,ST953669798_3,ST658883867_6_1,ST116507740,2837962034,2,P,50607,TA167327,Type A,2024-02-12 10:09:47,405.09,41.48,64.61,55,None,5
16530,1,2024-02-07 00:22:14,ST808373091_7,ST698768385_3_5,ST992602922,2322825063,9,NFR,57601,TA454732,,2024-03-04 12:56:29,218.18,42.89,51.94,44,None,1
81304,5,2024-02-24 19:16:59,ST551523115_6,ST129267122_7_1,ST397102465,2324470796,9,NFR,54480,TA531020,Type B,2024-01-23 09:09:51,92.34,34.97,75.2,58,None,1
81304,8,2024-01-21 14:13:28,ST505369663_4,ST346572116_8_4,ST011368900,2974198591,6,P,50544,TA842199,Type B,2024-02-04 00:38:55,447.75,19.87,77.76,107,None,5
81304,9,2024-03-09 20:42:54,ST708698526_4,ST875270719_5_8,ST192118199,2990471034,3,D,53137,TA726440,Type B,2024-01-25 22:02:47,490.09,22.94,71.04,37,None,2
81304,6,2024-03-25 15:28:40,ST445470249_8,ST211422711_6_2,ST706600254,2622622884,1,NFR,52564,TA082232,Type A,2024-01-19 01:01:46,287.09,29.21,54.13,62,None,5
81304,4,2024-04-02 11:42:25,ST935004012_5,ST618128004_5_2,ST078538112,2697151929,3,P,51399,TA204780,,2024-03-30 17:47:16,239.21,27.18,45.24,93,None,5
81304,5,2024-02-22 10:17:39,ST738406934_9,ST364452324_6_0,ST404979000,2642685694,9,D,54318,TA647083,Type A,2024-03-04 16:16:26,450.01,51.73,63.85,87,Minor Traffic Violation,5
81304,3,2024-01-15 22:30:00,ST132173730_4,ST681116583_5_5,ST387854675,2750578566,1,NFR,59601,TA114669,,2024-04-05 12:55:44,144.59,25.29,75.46,34,None,5
81304,5,2024-02-05 10:27:37,ST519918090_3,ST090790224_8_0,ST356973295,2562761548,2,NFR,57617,TA466248,Type A,2024-01-21 06:00:32,253.07,24.68,59.82,19,None,5
81304,8,2024-01-09 00:27:03,ST078326100_9,ST971748331_1_2,ST097688663,2048441771,5,D,59099,TA167340,,2024-03-08 04:17:02,291.59,10.76,46.53,67,None,1
81304,8,2024-01-05 22:29:33,ST421176650_7,ST272900492_7_9,ST851250257,2859515853,2,P,51197,TA242487,,2024-02-27 03:51:39,484.78,46.07,54.86,68,Minor Traffic Violation,4
48201,10,2024-04-08 01:36:34,ST456731909_7,ST240753056_0_2,ST239955438,2730956599,6,P,55216,TA307548,,2024-01-07 10:56:10,328.94,31.12,56.75,19,None,5
48201,10,2024-01-14 23:26:46,ST928571449_5,ST120348253_3_6,ST458065661,2651957430,3,P,57120,TA990181,Type A,2024-02-24 17:43:11,100.56,13.17,55.81,72,None,3
48201,4,2024-02-25 03:09:34,ST880582962_6,ST255107140_6_1,ST324408324,2329793773,2,P,54523,TA807841,Type B,2024-03-14 11:21:04,88.76,28.96,54.96,101,None,4
48201,3,2024-01-27 19:08:12,ST765583536_6,ST204571066_3_3,ST382543271,2860607498,9,P,54976,TA429711,,2024-03-22 00:38:02,183.82,53.24,63.17,95,None,4
48201,2,2024-04-04 20:35:24,ST939846059_9,ST774241712_9_5,ST781196610,2628514589,2,P,52406,TA564733,,2024-02-15 20:44:15,221.58,28.88,78.04,55,Accident,3
48201,2,2024-01-29 06:11:41,ST058787554_9,ST564730793_9_5,ST209653755,2742086143,5,NFR,54229,TA239724,Type A,2024-03-22 07:16:14,328.11,25.83,41.31,23,Minor Traffic Violation,1
48201,3,2024-01-18 16:34:08,ST662203238_6,ST761483841_0_7,ST987576390,2784524482,6,D,50391,TA753919,Type A,2024-03-20 12:01:28,285.82,59.28,60.0,33,None,2
48201,6,2024-02-03 02:33:53,ST689776644_3,ST925554960_7_0,ST764286765,2261994252,9,NFR,54329,TA179457,Type A,2024-01-20 17:19:32,475.46,48.24,54.42,33,None,2
48201,9,2024-03-16 22:47:36,ST116845461_8,ST935894520_5_9,ST590196390,2943221864,9,D,58099,TA889543,Type A,2024-02-18 00:23:16,341.93,45.16,53.31,64,None,1
48201,10,2024-03-24 00:55:44,ST798618903_4,ST378275304_7_6,ST045035241,2986091022,7,P,59443,TA775389,,2024-01-12 03:18:20,375.59,57.05,54.46,87,None,1
41121,2,2024-03-03 11:27:38,ST025652980_6,ST598520233_0_2,ST480219655,2110290313,9,P,50195,TA294858,Type A,2024-01-05 22:04:50,399.85,38.24,58.87,54,None,1
41121,4,2024-03-14 06:53:11,ST033682012_1,ST124415083_3_9,ST847873316,2995615305,4,NFR,54133,TA052815,,2024-03-09 03:47:56,254.33,26.15,77.38,110,None,5
41121,5,2024-03-30 04:51:31,ST902206573_2,ST174312160_6_6,ST284519423,2496593203,5,P,50197,TA139016,,2024-01-10 00:39:39,357.55,17.96,60.06,107,None,4
41121,1,2024-03-20 19:54:21,ST523216703_6,ST735758941_7_1,ST061228663,2116302167,9,P,50308,TA790128,,2024-02-16 05:52:15,201.32,25.82,67.73,27,None,1
41121,3,2024-02-05 14:13:20,ST749540688_2,ST328919585_0_0,ST269359433,2550951791,6,P,56502,TA877151,Type A,2024-03-30 19:19:24,211.64,26.3,61.3,61,None,5
41121,9,2024-03-23 10:49:47,ST107611409_3,ST725597568_6_8,ST440394997,2619735611,5,D,51742,TA839854,Type B,2024-03-24 12:49:47,74.25,43.98,64.02,119,Accident,4
41121,9,2024-02-04 15:00:53,ST060266282_0,ST239641037_6_2,ST832412422,2933306326,5,NFR,57476,TA272188,Type B,2024-01-02 01:46:50,458.49,29.24,70.34,75,None,4
41121,2,2024-02-25 16:50:29,ST167590019_9,ST643098132_6_6,ST715629228,2870767897,6,P,51236,TA386755,Type B,2024-01-26 21:00:27,373.24,29.79,44.2,69,None,1
41121,3,2024-04-06 07:59:21,ST834441373_2,ST438522610_7_8,ST182363152,2711115201,3,NFR,57774,TA624251,Type B,2024-01-28 21:48:29,444.39,56.33,43.6,27,Minor Traffic Violation,4
41121,10,2024-03-13 20:42:39,ST121709641_6,ST253928473_8_6,ST644018785,2091923530,6,D,50680,TA155989,,2024-04-08 22:14:33,276.41,12.57,61.18,77,None,4
74733,9,2024-02-07 05:09:22,ST089950898_4,ST194022280_9_1,ST280125510,2675166020,5,P,55799,TA937239,Type A,2024-03-13 14:25:59,50.45,14.75,79.53,79,None,3
74733,10,2024-02-20 00:56:12,ST483516265_5,ST303883254_4_2,ST885469330,2225198713,7,NFR,54121,TA945374,Type A,2024-01-10 01:27:43,102.46,39.47,47.28,86,None,1
74733,1,2024-02-05 16:21:37,ST876713740_7,ST054743948_4_5,ST049213275,2029268176,4,P,57551,TA398952,Type A,2024-01-14 00:15:54,94.33,34.4,57.37,36,None,3
74733,6,2024-03-26 21:54:04,ST931043674_7,ST640811622_2_1,ST376084004,2534279404,4,D,50851,TA283333,Type A,2024-01-12 05:20:18,273.01,20.76,43.03,83,None,2
74733,6,2024-01-12 14:44:41,ST249834324_0,ST578605083_2_4,ST460550263,2657341408,3,P,54630,TA608001,Type B,2024-03-27 07:04:46,140.18,30.99,56.77,19,None,5
74733,5,2024-02-03 06:43:24,ST419980331_1,ST184366381_4_7,ST833809486,2936379555,8,D,56861,TA835565,Type A,2024-03-01 20:46:18,481.47,27.05,79.63,89,None,5
74733,10,2024-03-13 15:47:32,ST715191758_8,ST815123323_6_1,ST147681963,2304123438,8,D,50496,TA984325,,2024-03-13 07:55:46,84.73,11.77,65.54,87,Accident,5
74733,4,2024-04-04 23:43:26,ST408418283_2,ST868777371_8_0,ST776570633,2518295164,1,P,59335,TA164763,Type B,2024-03-24 10:34:22,221.51,17.58,73.83,55,Mechanical Issue,2
74733,2,2024-01-26 00:27:25,ST261006606_0,ST620759905_9_0,ST598369921,2808946945,4,NFR,52236,TA591161,,2024-02-14 06:18:30,319.63,26.87,60.58,78,None,2
74733,8,2024-02-11 20:21:59,ST910914243_8,ST522440608_8_2,ST396176360,2670834406,1,NFR,56962,TA732482,Type B,2024-04-03 15:13:13,159.62,57.95,50.27,47,Mechanical Issue,4
59933,1,2024-03-11 12:34:25,ST964374035_5,ST107623087_6_4,ST971628150,2643248428,1,NFR,50389,TA081844,Type B,2024-04-01 20:57:47,160.97,46.22,67.37,46,Minor Traffic Violation,2
59933,7,2024-02-17 22:16:55,ST542781122_1,ST593932553_4_8,ST239976479,2470177777,3,P,51024,TA553207,,2024-02-22 02:14:39,303.54,50.18,65.7,22,None,3
59933,7,2024-02-08 07:14:53,ST725546347_4,ST499966528_3_7,ST770990232,2810786743,9,NFR,52409,TA009904,,2024-02-23 06:23:11,447.58,52.07,41.13,83,None,2
59933,9,2024-04-03 13:59:14,ST176603426_0,ST909130040_6_8,ST035105884,2646229131,1,NFR,58942,TA463881,,2024-03-19 12:04:04,227.5,49.67,57.75,69,None,2
59933,9,2024-01-12 04:30:35,ST767157399_5,ST543047109_9_3,ST496546026,2351350998,10,P,58960,TA957205,,2024-02-01 18:00:05,60.24,55.68,78.96,118,None,5
59933,4,2024-03-01 08:54:14,ST576268587_7,ST832164606_1_2,ST864098444,2151752382,9,P,52378,TA817795,,2024-02-23 04:54:41,331.32,51.81,50.73,87,None,2
59933,1,2024-02-06 12:28:05,ST653262331_0,ST654033965_7_0,ST167959294,2111120494,7,D,53450,TA723140,,2024-02-03 09:29:08,87.3,18.88,63.11,104,None,4
59933,2,2024-04-06 01:33:20,ST527534795_4,ST398043543_8_7,ST617611109,2500569453,1,P,59152,TA388763,,2024-02-26 05:50:51,330.34,47.65,78.42,99,None,2
59933,9,2024-01-16 17:04:48,ST734893894_1,ST976743372_5_7,ST242025794,2003774589,1,P,50086,TA219231,,2024-03-13 10:21:23,415.75,29.38,56.14,103,None,5
59933,1,2024-01-20 05:04:37,ST528716805_5,ST333720012_6_3,ST377628943,2162839927,1,P,57371,TA605729,,2024-02-12 09:59:28,325.63,47.09,51.43,97,None,4
28730,7,2024-02-06 16:55:19,ST612168865_4,ST459545283_1_1,ST510305830,2774514822,1,P,53899,TA049715,,2024-01-16 16:43:20,477.57,33.6,59.37,100,None,4
28730,3,2024-03-06 18:33:48,ST783293044_2,ST687707380_4_5,ST235790229,2749846434,8,D,56825,TA088343,Type B,2024-01-13 20:54:15,391.84,35.39,49.76,37,None,2
28730,9,2024-02-28 18:21:20,ST237822031_9,ST082717820_5_7,ST704174382,2482515232,6,NFR,50498,TA631750,Type B,2024-03-11 13:54:35,240.54,41.08,58.76,98,None,4
28730,1,2024-01-28 04:53:55,ST381077943_2,ST007139159_2_0,ST527565212,2127798775,9,D,59142,TA681102,Type B,2024-02-08 19:54:03,234.92,22.78,47.06,65,Accident,3
28730,8,2024-01-28 07:45:47,ST114148403_0,ST987666973_2_7,ST958053650,2447279892,8,P,53365,TA523235,,2024-01-20 19:24:50,83.3,40.63,46.06,31,None,3
28730,10,2024-03-27 16:45:56,ST866866429_9,ST142588003_2_1,ST913969982,2597878949,10,P,59003,TA558044,,2024-02-15 11:08:53,232.69,42.55,40.97,37,None,1
28730,7,2024-03-22 12:03:13,ST317661743_8,ST400865870_2_5,ST502486270,2428966317,5,D,51178,TA837828,,2024-02-22 20:07:34,478.82,42.78,78.68,57,None,4
28730,1,2024-01-09 04:00:29,ST832137744_0,ST242442822_1_1,ST941975305,2279640014,2,NFR,51561,TA839630,,2024-03-27 17:13:03,279.34,15.9,50.99,51,None,3
28730,3,2024-04-01 23:05:37,ST172787786_7,ST154690214_9_0,ST367567621,2683137828,2,NFR,57033,TA640116,Type A,2024-01-06 14:25:38,272.26,25.16,45.91,30,None,5
28730,8,2024-01-02 12:27:17,ST541606444_3,ST552502081_6_1,ST703290352,2881344006,1,P,55328,TA108003,,2024-03-29 15:48:41,149.72,45.71,71.53,20,None,4
42737,9,2024-03-08 09:17:14,ST215963232_0,ST879430511_2_9,ST158308637,2744945533,6,D,57338,TA364246,Type B,2024-02-05 21:33:20,244.55,49.39,79.81,97,None,2
42737,8,2024-02-08 10:55:48,ST749261105_9,ST145120936_3_4,ST610005370,2942647456,8,D,51069,TA232943,Type B,2024-03-07 14:29:25,327.31,30.99,52.75,65,None,2
42737,8,2024-01-13 12:04:40,ST315710135_7,ST161422305_8_3,ST258061184,2446988638,8,NFR,52138,TA225153,Type B,2024-01-25 17:38:36,194.91,43.38,41.99,40,None,2
42737,10,2024-01-17 16:45:47,ST092625404_8,ST141829096_0_7,ST041328784,2436815283,3,D,58859,TA540722,Type A,2024-03-10 11:03:27,435.04,33.12,52.21,73,None,1
42737,2,2024-04-02 02:27:23,ST353833991_6,ST719943463_5_7,ST821944506,2978888384,9,D,54487,TA227290,,2024-02-17 17:01:49,147.99,34.77,64.32,98,None,5
42737,5,2024-02-26 06:35:33,ST172157165_7,ST612203191_7_4,ST182468836,2038201818,8,D,52353,TA441758,,2024-01-24 12:27:20,434.42,29.54,61.32,36,None,1
42737,4,2024-02-04 09:32:09,ST453706170_8,ST290925895_3_4,ST400077130,2982900871,4,P,56451,TA581103,Type A,2024-02-13 14:19:52,151.77,29.35,70.05,22,None,4
42737,3,2024-02-02 07:21:17,ST628745179_5,ST260516599_5_6,ST465993090,2370356331,8,NFR,53653,TA439346,Type B,2024-02-03 07:01:36,163.14,21.34,68.05,51,None,3
42737,6,2024-03-01 22:51:06,ST633135656_3,ST054113466_0_5,ST445017278,2691394419,5,P,56867,TA976160,Type A,2024-02-26 18:23:31,344.06,11.33,47.11,79,None,5
42737,4,2024-03-08 17:13:41,ST898334591_3,ST197231076_3_1,ST971396575,2037332022,4,D,53407,TA045596,Type A,2024-01-26 05:18:36,265.02,27.59,66.5,89,None,3
17318,7,2024-04-06 15:56:31,ST759729035_1,ST347726530_2_6,ST974459174,2099550640,5,D,55912,TA125485,Type B,2024-03-29 13:18:01,130.24,38.7,66.69,102,Minor Traffic Violation,1
17318,1,2024-01-31 19:43:20,ST187329964_9,ST361948800_1_1,ST764238275,2384790351,5,D,59228,TA908451,Type B,2024-01-09 15:26:19,262.96,39.84,42.97,79,None,3
17318,5,2024-01-07 01:05:34,ST248936281_5,ST583684212_6_9,ST656987868,2727200912,2,D,59057,TA655042,,2024-01-30 18:46:44,224.4,17.72,63.4,26,None,3
17318,3,2024-01-26 02:53:56,ST053293650_8,ST138349547_9_8,ST210816180,2769150455,8,NFR,50025,TA812353,Type A,2024-04-05 23:30:22,151.07,16.01,62.91,54,Accident,2
17318,3,2024-01-29 01:04:19,ST211291967_8,ST766729522_9_7,ST055913864,2215722574,7,P,56785,TA340464,,2024-03-23 23:31:21,339.72,15.72,64.86,17,None,5
17318,2,2024-03-18 22:54:11,ST467128925_2,ST320828570_2_7,ST335426745,2263002327,8,NFR,57889,TA714952,Type A,2024-02-18 08:02:39,129.05,42.78,57.28,28,None,4
17318,3,2024-01-13 08:46:47,ST893214635_8,ST651663221_6_2,ST652144604,2857353596,1,NFR,52731,TA778341,,2024-03-06 06:03:35,442.42,41.25,60.93,25,None,3
17318,7,2024-02-11 11:29:53,ST531213146_5,ST731238677_9_0,ST736124625,2487343983,6,D,57047,TA153743,Type A,2024-01-26 03:28:45,480.3,51.82,78.35,75,None,3
17318,7,2024-02-20 14:41:00,ST491803767_7,ST759008451_4_7,ST458810621,2460299351,8,P,51472,TA514218,,2024-01-12 12:06:51,104.95,26.55,74.13,92,None,5
17318,6,2024-03-26 19:16:44,ST996930122_1,ST443117185_5_5,ST554914581,2288872743,9,P,57854,TA880231,Type A,2024-01-17 09:19:53,112.32,26.4,56.79,112,None,2
52893,8,2024-03-14 07:27:28,ST197841184_7,ST061501947_0_4,ST965855851,2262667494,10,D,52690,TA099760,Type A,2024-03-08 16:52:17,289.06,46.79,63.21,55,None,3
52893,7,2024-02-02 04:11:48,ST332790628_5,ST037570432_6_7,ST007272245,2980366992,7,D,56678,TA907047,Type B,2024-01-08 11:44:38,288.37,43.42,53.12,42,Minor Traffic Violation,4
52893,10,2024-04-02 06:01:34,ST000622941_2,ST049990034_7_5,ST678776738,2360661577,3,NFR,54018,TA474358,Type B,2024-01-25 01:53:24,94.69,22.16,56.36,50,None,5
52893,9,2024-01-21 05:02:52,ST294104401_3,ST456866087_0_0,ST045906666,2452552905,8,P,55374,TA831405,Type B,2024-01-06 11:18:01,372.76,57.03,54.52,92,None,4
52893,5,2024-02-29 03:56:13,ST854549821_1,ST807649632_7_3,ST944611909,2953250877,9,D,50926,TA363036,Type B,2024-01-14 02:17:24,393.93,59.55,44.44,26,None,5
52893,1,2024-01-21 11:34:28,ST848153018_1,ST365901196_5_2,ST045442002,2960198790,8,NFR,55483,TA034413,Type B,2024-01-16 20:43:59,221.96,23.4,70.41,82,None,4
52893,3,2024-02-29 19:44:13,ST325069198_0,ST034699833_8_2,ST452555773,2356338433,3,P,59963,TA228826,Type B,2024-02-25 20:53:16,415.38,47.6,62.15,56,None,2
52893,3,2024-01-07 16:28:29,ST367324361_1,ST766935523_2_0,ST959041676,2929369047,4,NFR,54588,TA545352,Type A,2024-01-20 03:24:56,292.61,42.93,72.25,74,None,5
52893,1,2024-01-10 11:55:53,ST623175319_1,ST106550264_8_1,ST288915627,2615951840,1,D,56657,TA753823,Type A,2024-03-15 08:12:21,262.17,42.2,66.73,37,None,1
52893,7,2024-01-10 05:45:29,ST207074227_5,ST629840869_9_0,ST851011649,2287632892,1,P,57429,TA614353,Type A,2024-02-09 18:18:48,196.82,37.29,44.67,92,None,1
62518,1,2024-02-22 13:54:03,ST755154008_6,ST467764672_7_0,ST952495631,2240896287,5,D,59998,TA520527,,2024-01-08 08:37:44,133.91,30.83,76.69,82,None,1
62518,4,2024-03-25 08:52:36,ST496542555_8,ST421738728_1_1,ST911620262,2680448118,9,D,54698,TA075976,,2024-03-21 04:51:10,422.25,10.07,68.92,64,None,3
62518,7,2024-04-04 14:26:03,ST877545348_4,ST354038469_0_3,ST487581893,2505135086,3,P,50639,TA190444,Type A,2024-03-30 18:10:25,308.18,46.04,73.98,31,None,2
62518,5,2024-02-01 05:46:53,ST777184791_1,ST705751219_5_3,ST896691598,2331462550,4,P,56314,TA635217,Type B,2024-01-22 08:04:26,400.48,37.72,54.24,60,None,5
62518,1,2024-01-18 08:21:24,ST448518113_0,ST425726683_0_6,ST205035314,2345427307,5,P,50697,TA912848,Type B,2024-01-24 21:42:26,97.57,32.38,64.85,63,None,5
62518,4,2024-03-07 16:52:46,ST421521218_6,ST822940518_4_3,ST071350457,2709385378,2,D,55662,TA182696,Type A,2024-01-04 21:01:31,311.11,38.93,41.73,69,Accident,2
62518,2,2024-03-29 12:57:35,ST324061543_6,ST090142459_0_6,ST898233919,2603697401,10,NFR,59582,TA892926,Type A,2024-01-24 23:21:02,307.24,40.97,68.86,45,None,4
62518,9,2024-01-12 16:23:51,ST913698063_2,ST436703964_2_2,ST266114001,2362460914,2,P,52600,TA469467,,2024-03-19 05:35:02,263.58,16.53,64.71,42,None,5
62518,10,2024-03-09 07:09:04,ST997520782_5,ST587841542_1_5,ST630385739,2654933083,10,P,52475,TA774513,Type B,2024-03-22 22:14:20,397.58,18.69,75.86,48,Mechanical Issue,3
62518,1,2024-04-08 08:22:35,ST258954218_8,ST752554164_8_6,ST596203144,2744219749,2,D,58175,TA412043,Type B,2024-04-07 07:03:13,353.56,54.19,74.19,54,None,5
18356,3,2024-01-06 22:27:13,ST234054591_7,ST711560628_7_7,ST212944640,2419882578,2,P,55594,TA165709,Type B,2024-03-04 12:46:21,112.44,46.7,58.07,84,None,1
18356,8,2024-01-15 00:37:01,ST747223277_0,ST731630110_1_6,ST672460595,2350105355,5,P,53327,TA765987,Type B,2024-01-27 19:09:53,157.18,27.97,72.75,55,None,1
18356,2,2024-01-15 22:44:03,ST705444608_0,ST669081375_9_3,ST794668294,2518962858,5,P,51419,TA813659,Type B,2024-03-16 00:27:13,173.49,15.6,49.29,118,None,2
18356,9,2024-01-02 00:54:02,ST645674298_0,ST378684868_1_6,ST040456314,2345479746,2,D,59074,TA459491,Type B,2024-01-09 12:08:39,145.64,24.86,50.32,30,None,1
18356,5,2024-02-20 23:12:47,ST069788852_5,ST194042097_1_9,ST045124127,2534455121,9,NFR,51021,TA776569,Type B,2024-04-01 12:33:08,100.0,35.31,63.65,104,None,5
18356,4,2024-03-20 00:15:48,ST300027606_7,ST769816432_3_5,ST430927667,2414995230,8,D,58701,TA324266,Type A,2024-03-29 12:03:05,461.41,27.57,79.26,40,None,1
18356,6,2024-03-04 04:48:39,ST141003712_7,ST061373351_3_5,ST174811186,2623356875,10,D,55952,TA861159,Type A,2024-04-07 10:09:47,495.2,55.62,48.8,46,None,2
18356,2,2024-03-20 01:39:18,ST845030449_0,ST247832279_0_8,ST068332607,2999464453,6,NFR,53632,TA909260,,2024-01-20 01:50:55,488.67,52.44,64.59,66,None,2
